Suburb,Rooms,Type,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Year,target
Preston,2,h,10,3072,2,1,1,400,Darebin,Northern Metropolitan,2017,600000
Preston,3,h,10,3072,3,2,4,600,Darebin,Northern Metropolitan,2017,1200000
Preston,3,h,10,3072,3,1,2,600,Darebin,Northern Metropolitan,2017,1000000
Preston,2,u,10,3072,2,1,2,200,Darebin,Northern Metropolitan,2017,600000
Preston,1,u,10,3072,1,1,1,800,Darebin,Northern Metropolitan,2017,400000
Reservoir,4,h,10,3073,4,1,2,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,h,10,3073,3,1,1,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,u,10,3073,3,1,2,400,Darebin,Northern Metropolitan,2017,600000
Reservoir,2,u,10,3073,2,1,1,0,Darebin,Northern Metropolitan,2017,400000
Reservoir,3,h,10,3073,3,1,2,600,Darebin,Northern Metropolitan,2017,1000000
Reservoir,2,h,10,3073,2,1,2,800,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,h,10,3073,3,1,1,400,Darebin,Northern Metropolitan,2017,600000
Reservoir,3,h,10,3073,3,1,2,800,Darebin,Northern Metropolitan,2017,600000
Reservoir,3,u,10,3073,3,1,1,200,Darebin,Northern Metropolitan,2017,600000
Reservoir,4,h,10,3073,4,2,2,600,Darebin,Northern Metropolitan,2017,1000000
Reservoir,5,h,10,3073,5,2,2,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,t,10,3073,3,2,2,200,Darebin,Northern Metropolitan,2017,800000
Reservoir,4,h,10,3073,4,3,3,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,2,h,10,3073,2,1,1,600,Darebin,Northern Metropolitan,2017,1000000
Reservoir,3,h,10,3073,3,1,2,400,Darebin,Northern Metropolitan,2017,600000
Reservoir,4,h,10,3073,0,1,2,600,Darebin,Northern Metropolitan,2017,600000
Reservoir,2,h,10,3073,2,1,1,400,Darebin,Northern Metropolitan,2017,800000
Reservoir,3,h,10,3073,3,1,1,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,4,h,10,3073,4,1,2,1000,Darebin,Northern Metropolitan,2017,1200000
Reservoir,3,h,10,3073,3,2,2,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,2,u,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,400000
Reservoir,3,h,10,3073,3,1,2,400,Darebin,Northern Metropolitan,2017,600000
Reservoir,2,t,10,3073,2,2,2,200,Darebin,Northern Metropolitan,2017,600000
Reservoir,2,t,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,600000
Reservoir,1,u,10,3073,1,1,1,200,Darebin,Northern Metropolitan,2017,400000
Reservoir,4,h,10,3073,4,1,3,600,Darebin,Northern Metropolitan,2017,1000000
Reservoir,3,t,10,3073,3,2,2,200,Darebin,Northern Metropolitan,2017,800000
Reservoir,2,h,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,400000
Reservoir,4,h,10,3073,4,2,5,800,Darebin,Northern Metropolitan,2017,1000000
Reservoir,4,h,10,3073,4,1,4,600,Darebin,Northern Metropolitan,2017,800000
Reservoir,2,u,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,400000
Reservoir,2,h,10,3073,2,2,1,800,Darebin,Northern Metropolitan,2017,1000000
Reservoir,2,u,10,3073,2,1,1,200,Darebin,Northern Metropolitan,2017,600000
Richmond,2,h,5,3121,2,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Richmond,2,h,5,3121,2,1,0,200,Yarra,Northern Metropolitan,2017,1200000
Richmond,2,t,5,3121,2,1,1,200,Yarra,Northern Metropolitan,2017,1000000
Richmond,2,u,5,3121,2,1,1,800,Yarra,Northern Metropolitan,2017,1200000
Richmond,1,u,5,3121,1,1,1,Over 1000,Yarra,Northern Metropolitan,2017,600000
Richmond,3,h,5,3121,3,1,0,200,Yarra,Northern Metropolitan,2017,1200000
Richmond,1,u,5,3121,1,1,1,Over 1000,Yarra,Northern Metropolitan,2017,400000
Richmond,3,u,5,3121,3,1,1,0,Yarra,Northern Metropolitan,2017,800000
Richmond,3,h,5,3121,3,2,0,800,Yarra,Northern Metropolitan,2017,1400000
Richmond,2,u,5,3121,2,1,1,0,Yarra,Northern Metropolitan,2017,600000
Richmond,2,t,5,3121,2,2,1,0,Yarra,Northern Metropolitan,2017,1000000
Richmond,3,h,5,3121,3,1,0,200,Yarra,Northern Metropolitan,2017,1800000
Richmond,2,u,5,3121,2,1,1,Over 1000,Yarra,Northern Metropolitan,2017,600000
Richmond,2,u,5,3121,2,2,1,800,Yarra,Northern Metropolitan,2017,600000
Richmond,2,h,5,3121,2,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Richmond,3,h,5,3121,3,2,1,200,Yarra,Northern Metropolitan,2017,Over 2M
Richmond,2,h,5,3121,2,1,0,200,Yarra,Northern Metropolitan,2017,800000
Richmond,3,t,5,3121,3,1,2,0,Yarra,Northern Metropolitan,2017,1000000
Richmond,3,h,5,3121,3,2,7,200,Yarra,Northern Metropolitan,2017,Over 2M
Richmond,3,h,5,3121,3,1,1,200,Yarra,Northern Metropolitan,2017,1400000
Richmond,2,u,5,3121,2,2,1,Over 1000,Yarra,Northern Metropolitan,2017,600000
Richmond,2,h,5,3121,2,1,0,200,Yarra,Northern Metropolitan,2017,1200000
Richmond,1,h,5,3121,1,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Richmond,3,h,5,3121,3,1,1,400,Yarra,Northern Metropolitan,2017,1600000
Rosanna,4,h,10,3084,4,2,2,600,Banyule,Eastern Metropolitan,2017,1400000
Rosanna,4,h,10,3084,4,1,2,600,Banyule,Eastern Metropolitan,2017,1200000
Rosanna,4,h,10,3084,4,2,2,600,Banyule,Eastern Metropolitan,2017,1200000
Rosanna,2,u,10,3084,2,1,1,200,Banyule,Eastern Metropolitan,2017,600000
Rosanna,3,h,10,3084,3,2,2,600,Banyule,Eastern Metropolitan,2017,1000000
Seddon,2,h,5,3011,2,1,0,200,Maribyrnong,Western Metropolitan,2017,600000
Seddon,3,h,5,3011,3,1,0,200,Maribyrnong,Western Metropolitan,2017,1000000
Seddon,2,h,5,3011,2,1,2,200,Maribyrnong,Western Metropolitan,2017,1000000
Seddon,3,h,5,3011,3,1,1,200,Maribyrnong,Western Metropolitan,2017,800000
Seddon,2,h,5,3011,2,1,1,200,Maribyrnong,Western Metropolitan,2017,800000
South Melbourne,3,h,0,3205,3,2,1,200,Port Phillip,Southern Metropolitan,2017,Over 2M
South Melbourne,3,h,0,3205,3,2,1,200,Port Phillip,Southern Metropolitan,2017,Over 2M
South Melbourne,1,u,0,3205,1,1,1,0,Port Phillip,Southern Metropolitan,2017,400000
South Melbourne,2,u,0,3205,2,1,0,400,Port Phillip,Southern Metropolitan,2017,600000
South Melbourne,2,t,0,3205,2,1,1,400,Port Phillip,Southern Metropolitan,2017,1200000
South Melbourne,3,h,0,3205,3,1,1,200,Port Phillip,Southern Metropolitan,2017,1800000
South Melbourne,3,h,0,3205,3,2,2,200,Port Phillip,Southern Metropolitan,2017,1800000
South Melbourne,2,h,0,3205,2,1,0,200,Port Phillip,Southern Metropolitan,2017,1000000
South Melbourne,3,u,0,3205,3,2,2,0,Port Phillip,Southern Metropolitan,2017,600000
South Melbourne,2,h,0,3205,2,1,1,0,Port Phillip,Southern Metropolitan,2017,1200000
South Melbourne,3,u,0,3205,3,2,2,0,Port Phillip,Southern Metropolitan,2017,800000
South Yarra,3,u,5,3141,3,2,2,0,Stonnington,Southern Metropolitan,2017,1400000
South Yarra,1,u,5,3141,1,1,1,0,Stonnington,Southern Metropolitan,2017,600000
South Yarra,2,u,5,3141,2,2,2,0,Stonnington,Southern Metropolitan,2017,800000
South Yarra,1,u,5,3141,1,1,0,0,Stonnington,Southern Metropolitan,2017,400000
South Yarra,2,u,5,3141,2,1,1,0,Stonnington,Southern Metropolitan,2017,400000
South Yarra,2,h,5,3141,2,1,0,200,Stonnington,Southern Metropolitan,2017,1200000
South Yarra,2,u,5,3141,2,1,0,Over 1000,Stonnington,Southern Metropolitan,2017,400000
South Yarra,3,u,5,3141,3,1,1,0,Melbourne,Southern Metropolitan,2017,1000000
South Yarra,2,u,5,3141,2,1,1,0,Stonnington,Southern Metropolitan,2017,600000
South Yarra,2,u,5,3141,2,1,1,600,Melbourne,Southern Metropolitan,2017,600000
South Yarra,3,t,5,3141,3,3,1,200,Stonnington,Southern Metropolitan,2017,Over 2M
South Yarra,2,h,5,3141,2,2,0,200,Stonnington,Southern Metropolitan,2017,1800000
South Yarra,2,u,5,3141,2,1,1,200,Stonnington,Southern Metropolitan,2017,800000
South Yarra,3,t,5,3141,3,2,2,200,Stonnington,Southern Metropolitan,2017,Over 2M
South Yarra,2,h,5,3141,2,1,0,200,Stonnington,Southern Metropolitan,2017,1400000
South Yarra,2,u,5,3141,2,2,2,Over 1000,Stonnington,Southern Metropolitan,2017,800000
South Yarra,2,u,5,3141,2,1,1,0,Stonnington,Southern Metropolitan,2017,800000
South Yarra,1,u,5,3141,1,1,0,800,Melbourne,Southern Metropolitan,2017,400000
South Yarra,3,u,5,3141,3,2,2,Over 1000,Melbourne,Southern Metropolitan,2017,Over 2M
South Yarra,2,u,5,3141,2,1,2,0,Stonnington,Southern Metropolitan,2017,600000
St Kilda,1,u,5,3182,1,1,1,600,Port Phillip,Southern Metropolitan,2017,400000
St Kilda,1,u,5,3182,1,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,600000
St Kilda,1,u,5,3182,1,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,400000
St Kilda,2,u,5,3182,2,2,1,Over 1000,Port Phillip,Southern Metropolitan,2017,600000
St Kilda,1,u,5,3182,1,1,1,Over 1000,Port Phillip,Southern Metropolitan,2017,400000
St Kilda,2,h,5,3182,2,1,0,200,Port Phillip,Southern Metropolitan,2017,1200000
St Kilda,2,t,5,3182,2,1,1,400,Port Phillip,Southern Metropolitan,2017,1000000
St Kilda,2,h,5,3182,2,1,1,200,Port Phillip,Southern Metropolitan,2017,1400000
St Kilda,2,h,5,3182,2,1,2,200,Port Phillip,Southern Metropolitan,2017,1400000
St Kilda,2,u,5,3182,2,1,0,0,Port Phillip,Southern Metropolitan,2017,600000
St Kilda,3,h,5,3182,3,1,0,200,Port Phillip,Southern Metropolitan,2017,1400000
St Kilda,3,u,5,3182,3,1,0,0,Port Phillip,Southern Metropolitan,2017,1000000
St Kilda,2,u,5,3182,2,1,1,0,Port Phillip,Southern Metropolitan,2017,1000000
St Kilda,3,u,5,3182,3,1,1,400,Port Phillip,Southern Metropolitan,2017,1200000
St Kilda,2,h,5,3182,2,1,0,200,Port Phillip,Southern Metropolitan,2017,1000000
St Kilda,2,u,5,3182,2,1,1,0,Port Phillip,Southern Metropolitan,2017,400000
St Kilda,4,h,5,3182,4,2,1,200,Port Phillip,Southern Metropolitan,2017,Over 2M
Strathmore,4,h,10,3041,4,1,1,600,Moonee Valley,Western Metropolitan,2017,800000
Strathmore,3,h,10,3041,3,2,2,400,Moonee Valley,Western Metropolitan,2017,1000000
Strathmore,3,t,10,3041,3,3,1,600,Moonee Valley,Western Metropolitan,2017,1000000
Strathmore,5,h,10,3041,5,2,2,600,Moonee Valley,Western Metropolitan,2017,1000000
Strathmore,3,h,10,3041,3,1,2,600,Moonee Valley,Western Metropolitan,2017,1000000
Strathmore,3,h,10,3041,3,2,3,600,Moonee Valley,Western Metropolitan,2017,1000000
Strathmore,5,h,10,3041,5,2,2,800,Moonee Valley,Western Metropolitan,2017,1200000
Sunshine,3,h,15,3020,3,2,2,600,Brimbank,Western Metropolitan,2017,1000000
Sunshine,4,h,15,3020,4,2,0,600,Brimbank,Western Metropolitan,2017,800000
Sunshine,3,h,15,3020,3,1,1,800,Brimbank,Western Metropolitan,2017,1000000
Sunshine,4,h,15,3020,4,1,5,600,Brimbank,Western Metropolitan,2017,800000
Sunshine,4,h,15,3020,4,1,6,600,Brimbank,Western Metropolitan,2017,1000000
Sunshine,3,h,15,3020,3,1,1,600,Brimbank,Western Metropolitan,2017,600000
Sunshine,4,h,15,3020,4,1,4,600,Brimbank,Western Metropolitan,2017,1000000
Sunshine,3,h,15,3020,3,1,2,600,Brimbank,Western Metropolitan,2017,800000
Sunshine,3,h,15,3020,3,1,0,400,Brimbank,Western Metropolitan,2017,800000
Sunshine,3,h,15,3020,3,1,1,400,Brimbank,Western Metropolitan,2017,800000
Sunshine,3,h,15,3020,3,2,2,600,Brimbank,Western Metropolitan,2017,600000
Sunshine,3,h,15,3020,3,1,1,400,Brimbank,Western Metropolitan,2017,600000
Sunshine North,3,h,15,3020,3,1,2,600,Brimbank,Western Metropolitan,2017,800000
Sunshine North,3,h,15,3020,3,1,2,400,Brimbank,Western Metropolitan,2017,600000
Sunshine North,3,h,15,3020,3,1,2,600,Brimbank,Western Metropolitan,2017,800000
Sunshine North,4,h,15,3020,4,1,2,600,Brimbank,Western Metropolitan,2017,800000
Sunshine North,3,h,15,3020,3,1,1,600,Brimbank,Western Metropolitan,2017,400000
Sunshine West,3,h,15,3020,3,1,1,600,Brimbank,Western Metropolitan,2017,800000
Sunshine West,3,h,15,3020,3,2,2,600,Brimbank,Western Metropolitan,2017,600000
Sunshine West,4,h,15,3020,4,2,2,400,Brimbank,Western Metropolitan,2017,600000
Sunshine West,3,h,15,3020,3,1,1,600,Brimbank,Western Metropolitan,2017,600000
Sunshine West,4,h,15,3020,4,2,2,600,Brimbank,Western Metropolitan,2017,600000
Sunshine West,3,h,15,3020,3,1,2,800,Brimbank,Western Metropolitan,2017,800000
Sunshine West,3,t,15,3020,3,3,2,200,Brimbank,Western Metropolitan,2017,600000
Sunshine West,3,h,15,3020,3,1,1,800,Brimbank,Western Metropolitan,2017,600000
Sunshine West,3,h,15,3020,3,1,4,1000,Brimbank,Western Metropolitan,2017,800000
Surrey Hills,2,u,10,3127,2,1,2,200,Whitehorse,Southern Metropolitan,2017,600000
Surrey Hills,2,u,10,3127,2,1,2,200,Whitehorse,Southern Metropolitan,2017,800000
Surrey Hills,3,h,10,3127,3,2,2,400,Whitehorse,Southern Metropolitan,2017,1600000
Surrey Hills,2,h,10,3127,2,1,0,200,Boroondara,Southern Metropolitan,2017,1200000
Surrey Hills,4,h,10,3127,4,2,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Surrey Hills,2,h,10,3127,2,2,1,400,Boroondara,Southern Metropolitan,2017,1200000
Surrey Hills,4,h,10,3127,4,1,4,600,Whitehorse,Southern Metropolitan,2017,1400000
Surrey Hills,4,h,10,3127,4,1,2,600,Boroondara,Southern Metropolitan,2017,1600000
Surrey Hills,3,h,10,3127,3,2,2,400,Boroondara,Southern Metropolitan,2017,1600000
Surrey Hills,4,h,10,3127,4,3,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Templestowe Lower,3,t,15,3107,3,2,3,200,Manningham,Eastern Metropolitan,2017,1000000
Templestowe Lower,3,h,15,3107,3,1,1,1000,Manningham,Eastern Metropolitan,2017,1600000
Templestowe Lower,3,t,15,3107,3,2,2,400,Manningham,Eastern Metropolitan,2017,1000000
Templestowe Lower,3,h,15,3107,3,1,2,800,Manningham,Eastern Metropolitan,2017,1400000
Templestowe Lower,4,h,15,3107,4,2,2,800,Manningham,Eastern Metropolitan,2017,1200000
Templestowe Lower,3,h,15,3107,3,1,2,800,Manningham,Eastern Metropolitan,2017,1400000
Templestowe Lower,3,h,15,3107,3,1,3,600,Manningham,Eastern Metropolitan,2017,1200000
Templestowe Lower,4,h,15,3107,4,2,2,600,Manningham,Eastern Metropolitan,2017,1400000
Templestowe Lower,5,h,15,3107,5,4,2,600,Manningham,Eastern Metropolitan,2017,1800000
Thornbury,3,h,5,3071,3,1,3,800,Darebin,Northern Metropolitan,2017,1800000
Thornbury,3,h,5,3071,3,2,4,600,Darebin,Northern Metropolitan,2017,1400000
Thornbury,3,h,5,3071,3,1,1,400,Darebin,Northern Metropolitan,2017,1000000
Thornbury,3,h,5,3071,3,1,2,400,Darebin,Northern Metropolitan,2017,1200000
Thornbury,2,u,5,3071,2,1,1,0,Darebin,Northern Metropolitan,2017,800000
Thornbury,3,t,5,3071,3,2,2,200,Darebin,Northern Metropolitan,2017,800000
Thornbury,2,u,5,3071,2,1,1,0,Darebin,Northern Metropolitan,2017,400000
Thornbury,3,h,5,3071,3,2,1,400,Darebin,Northern Metropolitan,2017,1200000
Thornbury,4,h,5,3071,4,2,2,400,Darebin,Northern Metropolitan,2017,1600000
Thornbury,3,t,5,3071,3,2,1,0,Darebin,Northern Metropolitan,2017,1000000
Thornbury,2,u,5,3071,2,1,1,0,Darebin,Northern Metropolitan,2017,600000
Thornbury,3,h,5,3071,3,2,2,400,Darebin,Northern Metropolitan,2017,1400000
Thornbury,3,h,5,3071,3,1,1,400,Darebin,Northern Metropolitan,2017,1200000
Thornbury,3,h,5,3071,3,1,2,600,Darebin,Northern Metropolitan,2017,1200000
Thornbury,3,h,5,3071,3,1,1,400,Darebin,Northern Metropolitan,2017,1200000
Thornbury,2,h,5,3071,2,1,1,600,Darebin,Northern Metropolitan,2017,1000000
Thornbury,1,u,5,3071,1,1,1,1000,Darebin,Northern Metropolitan,2017,400000
Thornbury,3,u,5,3071,3,1,2,200,Darebin,Northern Metropolitan,2017,800000
Thornbury,2,t,5,3071,2,2,2,200,Darebin,Northern Metropolitan,2017,1000000
Thornbury,2,h,5,3071,2,1,0,400,Darebin,Northern Metropolitan,2017,1200000
Thornbury,2,h,5,3071,3,1,1,400,Darebin,Northern Metropolitan,2017,1200000
Viewbank,3,h,15,3084,3,1,1,600,Banyule,Eastern Metropolitan,2017,800000
Viewbank,4,h,15,3084,4,2,4,800,Banyule,Eastern Metropolitan,2017,1200000
Viewbank,4,h,15,3084,4,2,2,600,Banyule,Eastern Metropolitan,2017,1000000
Viewbank,4,h,15,3084,4,2,3,800,Banyule,Eastern Metropolitan,2017,1200000
Watsonia,3,h,15,3087,3,1,4,600,Banyule,Northern Metropolitan,2017,800000
Watsonia,5,h,15,3087,5,1,2,600,Banyule,Northern Metropolitan,2017,800000
Watsonia,4,h,15,3087,4,2,2,800,Banyule,Northern Metropolitan,2017,1000000
Watsonia,3,h,15,3087,3,1,2,200,Banyule,Northern Metropolitan,2017,600000
Watsonia,4,h,15,3087,4,1,2,600,Banyule,Northern Metropolitan,2017,800000
Watsonia,3,h,15,3087,3,1,2,400,Banyule,Northern Metropolitan,2017,800000
Watsonia,4,h,15,3087,4,2,2,600,Banyule,Northern Metropolitan,2017,1000000
Watsonia,3,h,15,3087,3,1,2,800,Banyule,Northern Metropolitan,2017,800000
West Footscray,4,h,10,3012,4,2,2,600,Maribyrnong,Western Metropolitan,2017,1400000
West Footscray,2,h,10,3012,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
West Footscray,2,h,10,3012,2,1,1,Over 1000,Maribyrnong,Western Metropolitan,2017,600000
West Footscray,3,u,10,3012,2,1,0,200,Maribyrnong,Western Metropolitan,2017,600000
West Footscray,1,u,10,3012,1,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
West Footscray,2,h,10,3012,2,1,1,400,Maribyrnong,Western Metropolitan,2017,600000
West Footscray,3,t,10,3012,3,1,2,200,Maribyrnong,Western Metropolitan,2017,800000
West Footscray,4,h,10,3012,4,1,2,600,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,4,h,10,3012,4,2,4,600,Maribyrnong,Western Metropolitan,2017,1400000
West Footscray,3,h,10,3012,3,1,3,400,Maribyrnong,Western Metropolitan,2017,800000
West Footscray,3,h,10,3012,3,1,0,200,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,2,u,10,3012,2,1,1,Over 1000,Maribyrnong,Western Metropolitan,2017,200000
West Footscray,3,h,10,3012,3,1,0,400,Maribyrnong,Western Metropolitan,2017,800000
West Footscray,2,h,10,3012,2,1,2,400,Maribyrnong,Western Metropolitan,2017,800000
West Footscray,3,h,10,3012,3,1,1,400,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,2,u,10,3012,2,1,1,200,Maribyrnong,Western Metropolitan,2017,400000
West Footscray,3,h,10,3012,3,1,2,400,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,3,h,10,3012,3,1,0,400,Maribyrnong,Western Metropolitan,2017,1000000
West Footscray,1,u,10,3012,1,1,1,0,Maribyrnong,Western Metropolitan,2017,200000
Williamstown,4,h,10,3016,4,2,2,400,Hobsons Bay,Western Metropolitan,2017,Over 2M
Williamstown,3,h,10,3016,3,2,2,200,Hobsons Bay,Western Metropolitan,2017,1200000
Williamstown,4,h,10,3016,4,3,2,400,Hobsons Bay,Western Metropolitan,2017,Over 2M
Williamstown,2,u,10,3016,2,1,1,0,Hobsons Bay,Western Metropolitan,2017,600000
Williamstown,3,h,10,3016,3,1,0,400,Hobsons Bay,Western Metropolitan,2017,1200000
Williamstown,3,h,10,3016,3,1,0,200,Hobsons Bay,Western Metropolitan,2017,1200000
Williamstown,2,h,10,3016,2,1,2,400,Hobsons Bay,Western Metropolitan,2017,1000000
Williamstown,5,h,10,3016,5,3,2,600,Hobsons Bay,Western Metropolitan,2017,Over 2M
Williamstown,4,h,10,3016,4,2,4,600,Hobsons Bay,Western Metropolitan,2017,1400000
Williamstown,2,u,10,3016,2,1,1,0,Hobsons Bay,Western Metropolitan,2017,400000
Williamstown,2,h,10,3016,2,1,1,200,Hobsons Bay,Western Metropolitan,2017,800000
Williamstown,2,u,10,3016,2,1,2,0,Hobsons Bay,Western Metropolitan,2017,600000
Williamstown,2,u,10,3016,2,1,1,0,Hobsons Bay,Western Metropolitan,2017,400000
Williamstown,4,h,10,3016,4,3,2,200,Hobsons Bay,Western Metropolitan,2017,1200000
Williamstown,3,h,10,3016,3,2,2,200,Hobsons Bay,Western Metropolitan,2017,1400000
Williamstown,4,h,10,3016,4,3,2,400,Hobsons Bay,Western Metropolitan,2017,1600000
Williamstown,4,h,10,3016,4,2,2,200,Hobsons Bay,Western Metropolitan,2017,1600000
Yarraville,3,h,5,3013,3,1,0,200,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,3,h,5,3013,3,1,2,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,2,h,5,3013,2,1,0,0,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,2,h,5,3013,2,1,2,400,Maribyrnong,Western Metropolitan,2017,1200000
Yarraville,2,h,5,3013,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Yarraville,3,h,5,3013,3,1,1,200,Maribyrnong,Western Metropolitan,2017,1200000
Yarraville,4,h,5,3013,4,2,0,600,Maribyrnong,Western Metropolitan,2017,Over 2M
Yarraville,3,h,5,3013,3,1,0,200,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,3,h,5,3013,3,1,2,400,Maribyrnong,Western Metropolitan,2017,800000
Yarraville,4,h,5,3013,4,1,5,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,2,u,5,3013,2,2,2,0,Maribyrnong,Western Metropolitan,2017,600000
Yarraville,3,t,5,3013,3,2,2,200,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,2,u,5,3013,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Yarraville,2,h,5,3013,2,1,3,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,3,h,5,3013,3,2,2,400,Maribyrnong,Western Metropolitan,2017,1400000
Yarraville,2,h,5,3013,2,1,2,400,Maribyrnong,Western Metropolitan,2017,600000
Yarraville,2,h,5,3013,2,1,0,200,Maribyrnong,Western Metropolitan,2017,800000
Yarraville,3,h,5,3013,3,2,1,400,Maribyrnong,Western Metropolitan,2017,800000
Yarraville,2,u,5,3013,2,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Yarraville,3,h,5,3013,3,2,0,400,Maribyrnong,Western Metropolitan,2017,1000000
Yarraville,2,h,5,3013,2,1,3,600,Maribyrnong,Western Metropolitan,2017,1200000
Yarraville,3,t,5,3013,3,2,0,200,Maribyrnong,Western Metropolitan,2017,1200000
Yarraville,3,h,5,3013,3,3,2,400,Maribyrnong,Western Metropolitan,2017,1400000
Yarraville,3,h,5,3013,3,1,2,200,Maribyrnong,Western Metropolitan,2017,800000
Yarraville,4,h,5,3013,4,1,1,400,Maribyrnong,Western Metropolitan,2017,1400000
Yarraville,1,u,5,3013,1,1,1,0,Maribyrnong,Western Metropolitan,2017,400000
Yarraville,3,h,5,3013,3,2,2,200,Maribyrnong,Western Metropolitan,2017,1000000
Abbotsford,3,h,5,3067,3,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Abbotsford,2,u,5,3067,2,2,1,0,Yarra,Northern Metropolitan,2017,800000
Abbotsford,2,h,5,3067,2,1,0,200,Yarra,Northern Metropolitan,2017,1000000
Abbotsford,2,h,5,3067,2,1,1,200,Yarra,Northern Metropolitan,2017,1200000
Abbotsford,3,h,5,3067,3,2,0,0,Yarra,Northern Metropolitan,2017,1200000
Airport West,3,h,15,3042,3,1,1,600,Moonee Valley,Western Metropolitan,2017,800000
Airport West,3,h,15,3042,3,2,2,400,Moonee Valley,Western Metropolitan,2017,800000
Airport West,3,h,15,3042,3,1,1,800,Moonee Valley,Western Metropolitan,2017,1000000
Airport West,3,h,15,3042,3,1,1,400,Moonee Valley,Western Metropolitan,2017,600000
Airport West,2,u,15,3042,2,1,1,200,Moonee Valley,Western Metropolitan,2017,400000
Albion,3,h,15,3020,4,2,5,600,Brimbank,Western Metropolitan,2017,800000
Albion,2,u,15,3020,2,1,1,200,Brimbank,Western Metropolitan,2017,400000
Albion,3,h,15,3020,3,1,2,600,Brimbank,Western Metropolitan,2017,800000
Albion,3,u,15,3020,3,2,2,200,Brimbank,Western Metropolitan,2017,600000
Albion,1,u,15,3020,1,1,1,Over 1000,Brimbank,Western Metropolitan,2017,200000
Albion,3,h,15,3020,3,1,3,600,Brimbank,Western Metropolitan,2017,600000
Albion,3,u,15,3020,3,1,1,200,Brimbank,Western Metropolitan,2017,600000
Altona,3,h,15,3018,3,1,2,600,Hobsons Bay,Western Metropolitan,2017,800000
Altona,5,h,15,3018,5,3,4,800,Hobsons Bay,Western Metropolitan,2017,1400000
Altona,2,t,15,3018,2,1,2,200,Hobsons Bay,Western Metropolitan,2017,600000
Altona,2,t,15,3018,2,1,2,200,Hobsons Bay,Western Metropolitan,2017,600000
Altona,3,h,15,3018,3,1,2,800,Hobsons Bay,Western Metropolitan,2017,1200000
Altona,4,h,15,3018,3,1,2,800,Hobsons Bay,Western Metropolitan,2017,1200000
Ashburton,2,h,10,3147,2,1,1,600,Boroondara,Southern Metropolitan,2017,1400000
Ashburton,2,u,10,3147,2,1,2,200,Boroondara,Southern Metropolitan,2017,1000000
Ashburton,4,h,10,3147,4,3,2,400,Boroondara,Southern Metropolitan,2017,Over 2M
Ashburton,3,h,10,3147,3,2,2,800,Boroondara,Southern Metropolitan,2017,2000000
Ashburton,4,h,10,3147,4,2,2,800,Boroondara,Southern Metropolitan,2017,Over 2M
Balwyn,3,h,10,3103,3,2,1,600,Boroondara,Southern Metropolitan,2017,1400000
Balwyn,2,u,10,3103,2,2,2,200,Boroondara,Southern Metropolitan,2017,800000
Balwyn,3,h,10,3103,3,1,1,600,Boroondara,Southern Metropolitan,2017,1600000
Balwyn,3,t,10,3103,3,3,1,400,Boroondara,Southern Metropolitan,2017,1600000
Brooklyn,2,h,10,3012,2,1,2,800,Hobsons Bay,Western Metropolitan,2017,1000000
Carlton,3,u,0,3053,3,2,2,200,Melbourne,Northern Metropolitan,2017,1600000
Carlton,2,t,0,3053,2,2,1,0,Melbourne,Northern Metropolitan,2017,1000000
