Type,Rooms,Bedroom,Bathroom,Car,Landsize,Distance,Postcode,Suburb,CouncilArea,Regionname,Year,Price
h,3,3,1,1,200,5,3011,Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,5,3011,Seddon,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3186,Brighton,Bayside,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3166,Oakleigh East,Monash,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,5,3055,Brunswick West,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,10,3148,Chadstone,Monash,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,15,3191,Sandringham,Bayside,Southern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,200,10,3042,Niddrie,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,5,3015,South Kingsville,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,15,3168,Clayton,Monash,South-Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,200,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,200,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,10,3105,Bulleen,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg North,Moreland,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,400,15,3108,Doncaster,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3015,Newport,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3015,Spotswood,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,400,15,3107,Templestowe Lower,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3040,Aberfeldie,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,Kingsville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg North,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3084,Rosanna,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3015,Spotswood,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,10,3104,Balwyn North,Boroondara,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,400,15,3168,Notting Hill,Monash,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3130,Blackburn,Whitehorse,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,20,3192,Cheltenham,Kingston,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,20,3134,Ringwood North,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,5,3016,Williamstown North,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,15,3131,Forest Hill,Whitehorse,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3042,Airport West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3025,Altona North,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3147,Ashwood,Monash,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
t,3,3,1,1,600,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3046,Hadfield,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3189,Moorabbin,Kingston,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3015,Newport,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine North,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3085,Yallambie,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3085,Yallambie,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3085,Yallambie,Banyule,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3081,Bellfield,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3166,Oakleigh,Monash,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3042,Keilor Park,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3042,Keilor Park,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,600,15,3042,Airport West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3019,Braybrook,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3058,Coburg North,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3033,Keilor East,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3020,Sunshine West,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3084,Viewbank,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3042,Airport West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3167,Oakleigh South,Kingston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3085,Yallambie,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg West,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3083,Bundoora,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3081,Heidelberg Heights,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3018,Altona,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Hadfield,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3170,Mulgrave,Monash,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Oak Park,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3171,Springvale,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3041,Strathmore,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3095,Eltham,Nillumbik,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,40,3199,Frankston,Frankston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3036,Keilor,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia North,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3034,Avondale Heights,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3083,Bundoora,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3046,Hadfield,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3042,Keilor Park,Brimbank,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3172,Dingley Village,Kingston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3088,Greensborough,Nillumbik,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3033,Keilor East,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3049,Westmeadows,Hume,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3083,Bundoora,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,10,3033,Keilor East,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,20,3171,Springvale,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,15,3087,Watsonia,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,600,5,3058,Coburg North,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,1,800,10,3040,Essendon,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3046,Glenroy,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3084,Rosanna,Banyule,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,15,3020,Albion,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,800,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,10,3046,Oak Park,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,20,3134,Ringwood,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,10,3046,Glenroy,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,25,3174,Noble Park,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,25,3136,Croydon,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,40,3199,Frankston South,Frankston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,25,3175,Dandenong North,Greater Dandenong,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,15,3060,Fawkner,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,35,3198,Seaford,Frankston,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,800,15,3043,Tullamarine,Hume,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,1000,5,3101,Kew,Boroondara,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,1,1000,20,3095,Eltham,Nillumbik,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,1,1000,15,3043,Gladstone Park,Hume,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,1,Over 1000,5,3142,Toorak,Stonnington,Southern Metropolitan,2017,Between 400k to 800k
t,3,3,1,1,Over 1000,0,3052,Parkville,Melbourne,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,0,15,3204,Bentleigh,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,0,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,0,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,0,15,3166,Hughesdale,Monash,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,0,15,3087,Watsonia,Banyule,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,0,5,3207,Port Melbourne,Port Phillip,Southern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,0,15,3109,Doncaster East,Manningham,Eastern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,15,3128,Box Hill,Whitehorse,Eastern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,10,3186,Brighton,Bayside,Southern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,5,3055,Brunswick West,Moreland,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3125,Burwood,Whitehorse,Southern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3163,Carnegie,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,15,3108,Doncaster,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3040,Essendon,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,10,3032,Maribyrnong,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3015,Newport,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,5,3070,Northcote,Darebin,Northern Metropolitan,2016,Between 400k to 800k
t,3,3,1,2,200,15,3167,Oakleigh South,Monash,South-Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,200,10,3127,Surrey Hills,Whitehorse,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,200,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,10,3073,Reservoir,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3084,Rosanna,Banyule,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3127,Surrey Hills,Whitehorse,Southern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,15,3107,Templestowe Lower,Manningham,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,15,3204,Bentleigh,Glen Eira,Southern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,5,3011,Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,5,3071,Thornbury,Darebin,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3040,Essendon,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3042,Airport West,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,15,3132,Mitcham,Whitehorse,Eastern Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,15,3149,Mount Waverley,Monash,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,200,10,3108,Doncaster,Manningham,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,5,3015,Newport,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
t,3,3,1,2,200,5,3032,Ascot Vale,Moonee Valley,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,200,5,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,15,3018,Altona,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,5,3032,Ascot Vale,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,400,15,3204,Bentleigh,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,400,15,3165,Bentleigh East,Glen Eira,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,5,3055,Brunswick West,Moreland,Northern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,400,10,3105,Bulleen,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3125,Burwood,Whitehorse,Southern Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,400,10,3125,Burwood,Whitehorse,Southern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3058,Coburg,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3058,Coburg North,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3058,Coburg North,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3040,Essendon,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,5,3011,Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3015,Newport,Hobsons Bay,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3073,Reservoir,Darebin,Northern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,15,3020,Sunshine,Brimbank,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,15,3107,Templestowe Lower,Manningham,Eastern Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3040,Essendon West,Moonee Valley,Western Metropolitan,2016,Between 400k to 800k
h,3,3,1,2,400,10,3012,West Footscray,Maribyrnong,Western Metropolitan,2016,Between 400k to 800k
u,3,3,1,2,400,10,3105,Bulleen,Manningham,Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3058,Coburg,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3012,Maidstone,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3015,Newport,Hobsons Bay,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3044,Pascoe Vale,Moreland,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,15,3087,Watsonia,Banyule,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,5,3013,Yarraville,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,400,15,3167,Oakleigh South,Monash,South-Eastern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,5,3012,West Footscray,Maribyrnong,Western Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 400k to 800k
h,3,3,1,2,400,10,3072,Preston,Darebin,Northern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,400,20,3134,Ringwood,Maroondah,Eastern Metropolitan,2017,Between 400k to 800k
u,3,3,1,2,400,15,3131,Nunawading,Whitehorse,Eastern Metropolitan,2017,Between 400k to 800k
